Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
19,63,191,84,€1.2M,€3K,42,37.4,69.4,54,42.17,60.33,12,8,8,10,8,FALSE,TRUE,FALSE,FALSE
21,68,187,78,€2.7M,€9K,63.2,59.6,67,63.4,51.83,31,9,10,8,7,7,TRUE,FALSE,FALSE,FALSE
22,71,184,84,€3.8M,€21K,64,57.2,76.2,72.4,56.17,24,12,8,6,13,11,TRUE,FALSE,FALSE,FALSE
24,76,178,74,€10.5M,€15K,67.8,76,73,73.8,75.83,70.67,11,9,8,12,7,FALSE,FALSE,FALSE,TRUE
21,68,177,71,€3M,€9K,56,62.6,76.8,62.4,56.17,35.33,11,11,11,13,8,FALSE,FALSE,FALSE,TRUE
22,74,176,65,€9.5M,€6K,65.4,70.2,78.4,71,68.67,62.67,8,12,13,6,9,FALSE,FALSE,FALSE,TRUE
19,72,183,80,€4.8M,€8K,51.6,52.6,64.8,64.6,58.17,71.67,9,14,14,11,12,FALSE,TRUE,FALSE,FALSE
20,64,191,83,€1.4M,€13K,61.6,57.8,69.2,72.6,62.33,33.67,12,7,7,8,13,TRUE,FALSE,FALSE,FALSE
24,67,184,75,€1.6M,€5K,54.4,52.6,71.8,69,48.67,18,6,9,9,9,15,TRUE,FALSE,FALSE,FALSE
22,73,184,74,€4M,€21K,53.6,56.4,63,68,60.67,72.67,13,7,12,10,8,FALSE,TRUE,FALSE,FALSE
23,71,198,94,€2.4M,€7K,15.4,20.2,37.2,44.8,23.17,16,71,69,65,70,74,FALSE,FALSE,TRUE,FALSE
23,68,175,66,€1.8M,€7K,59.2,69.6,71.6,59.8,57.83,56.33,9,8,12,7,7,FALSE,FALSE,FALSE,TRUE
29,71,190,79,€0,€0,22,33.2,53.8,49,38.33,22.33,71,71,77,66,73,FALSE,FALSE,TRUE,FALSE
24,70,186,82,€1.6M,€8K,13.2,17.2,32.8,35.6,22,9.67,71,69,66,70,71,FALSE,FALSE,TRUE,FALSE
27,77,173,68,€10M,€31K,65,73.4,81.4,71.4,73.33,71.33,12,9,10,15,11,FALSE,TRUE,FALSE,FALSE
26,75,181,75,€4.4M,€27K,61,58.4,69,78,66,74,10,10,5,9,10,FALSE,FALSE,FALSE,TRUE
23,70,183,73,€2.3M,€20K,61.8,67.2,69.8,68,55.83,24.67,15,6,10,6,7,FALSE,FALSE,FALSE,TRUE
22,68,182,75,€2.5M,€9K,58.8,55.2,63.4,64.2,49.83,19.33,5,12,7,11,11,TRUE,FALSE,FALSE,FALSE
21,72,179,69,€3.8M,€15K,66.6,63.6,81.2,72.2,61.83,52.33,13,6,9,7,13,FALSE,FALSE,FALSE,TRUE
20,67,180,65,€2.3M,€2K,51.4,57.8,72,59.4,60.33,62,12,14,7,6,6,FALSE,FALSE,FALSE,TRUE
20,69,168,60,€2.6M,€12K,54.4,63.6,76.2,41,51.5,26,7,14,11,6,9,FALSE,FALSE,FALSE,TRUE
21,70,180,76,€3.7M,€6K,60,67.6,69.4,68.8,63.17,63.33,10,8,11,13,12,FALSE,FALSE,FALSE,TRUE
21,74,188,75,€7M,€16K,67.2,68.6,78.8,67.2,58.33,25.67,7,15,10,9,5,FALSE,FALSE,FALSE,TRUE
20,65,187,85,€1.7M,€6K,55.4,48.6,69,67.2,47.5,15.67,6,12,7,6,11,TRUE,FALSE,FALSE,FALSE
21,71,181,82,€4M,€17K,58.2,57.8,73.6,69.2,61,66.67,7,12,12,10,11,FALSE,TRUE,FALSE,FALSE
21,73,170,67,€6M,€23K,58.2,66,73,70.2,66,69.67,14,8,13,14,14,FALSE,FALSE,FALSE,TRUE
19,65,182,69,€1.6M,€13K,45.4,43,69.8,51.8,47.17,62.67,5,9,8,12,9,FALSE,TRUE,FALSE,FALSE
22,72,197,97,€3.8M,€12K,61.6,58.6,61,76.4,55,26,9,8,12,14,9,TRUE,FALSE,FALSE,FALSE
23,72,178,63,€3.5M,€68K,58,63.2,77,65.4,62,61,13,6,13,12,15,FALSE,FALSE,FALSE,TRUE
23,71,188,78,€3.9M,€15K,45,48.4,63.2,56.6,54.17,73,12,10,6,6,13,FALSE,TRUE,FALSE,FALSE
22,75,168,64,€8.5M,€30K,65.8,75.2,80.4,59.6,58.83,33.67,6,8,9,10,10,FALSE,FALSE,FALSE,TRUE
22,74,186,78,€9M,€9K,47.8,47.8,66.8,63.6,60.67,76,9,10,14,12,10,FALSE,TRUE,FALSE,FALSE
26,75,176,66,€6.5M,€22K,62.4,68.8,85.4,62.6,67,33.33,11,6,12,7,7,TRUE,FALSE,FALSE,FALSE
20,72,185,73,€4.6M,€23K,60.2,63.8,66,69.4,63.83,63.67,9,14,15,10,12,FALSE,FALSE,FALSE,TRUE
23,69,183,79,€3.1M,€10K,61.6,66.8,65.6,64.4,64.83,54,8,8,9,15,14,FALSE,FALSE,FALSE,TRUE
21,74,185,81,€9.5M,€12K,63.6,70,76.4,71.8,62.67,44.33,8,12,11,10,15,FALSE,FALSE,FALSE,TRUE
20,72,180,70,€5M,€14K,63,74.8,73.8,70,65.33,65.67,11,9,9,9,12,FALSE,FALSE,FALSE,TRUE
22,67,184,80,€1.4M,€3K,50.8,59.2,59,64.6,60.5,63,13,5,11,12,6,FALSE,FALSE,FALSE,TRUE
20,68,194,90,€2.7M,€11K,58.4,54.4,58.4,68.2,55.83,28.33,13,8,8,10,14,TRUE,FALSE,FALSE,FALSE
22,73,188,74,€4.9M,€47K,71.4,64.2,78.6,76,61,38.33,9,8,8,7,12,TRUE,FALSE,FALSE,FALSE
26,75,183,79,€6M,€6K,12.2,13.4,45.8,39.8,21.83,9.67,73,75,70,75,77,FALSE,FALSE,TRUE,FALSE
22,65,185,77,€1.6M,€6K,56.6,52.4,58,62.2,44.33,14,8,8,14,15,6,TRUE,FALSE,FALSE,FALSE
21,69,174,70,€3M,€6K,51,54.2,74.2,65,59.17,64.33,7,8,5,13,8,FALSE,TRUE,FALSE,FALSE
20,61,180,70,€850K,€1K,46.6,52.4,76.4,52.6,43.83,31.33,15,9,14,8,9,FALSE,FALSE,FALSE,TRUE
20,67,183,72,€2.1M,€4K,47,55.6,75.2,58.4,55,61.33,13,14,5,14,10,FALSE,TRUE,FALSE,FALSE
19,68,180,73,€2.9M,€2K,54.6,71.2,69.2,62.2,56.83,57.67,5,7,12,13,5,FALSE,FALSE,FALSE,TRUE
19,60,181,73,€550K,€1K,46,51.4,68,58,51,55.67,10,5,14,11,7,FALSE,TRUE,FALSE,FALSE
20,67,172,64,€2.5M,€10K,55.8,53.6,83,66.6,54.5,31.33,10,12,7,10,9,FALSE,FALSE,FALSE,TRUE
19,67,181,70,€2.3M,€13K,51,57.2,73,59.8,57.5,61,7,12,13,11,9,FALSE,TRUE,FALSE,FALSE
20,63,185,81,€1M,€1K,45.4,42,69.6,64.8,48.67,59,13,10,10,5,6,FALSE,TRUE,FALSE,FALSE
20,67,174,70,€2.1M,€2K,47.2,60.2,76,53.4,53,62,13,8,8,8,11,FALSE,TRUE,FALSE,FALSE
23,72,179,75,€3.1M,€9K,55.4,54,70,63.6,64.83,72.67,10,5,6,11,8,FALSE,TRUE,FALSE,FALSE
20,68,178,68,€2.8M,€16K,57.6,64.6,69.4,57.2,65.17,64,9,13,11,8,9,FALSE,FALSE,FALSE,TRUE
21,70,184,73,€3.4M,€2K,55.4,61.6,72.6,66,58.17,63.33,14,15,7,11,14,FALSE,TRUE,FALSE,FALSE
20,64,178,76,€1.3M,€2K,52.6,58.2,73,59.2,49.67,25.33,5,10,14,7,5,FALSE,FALSE,FALSE,TRUE
23,74,186,76,€8.5M,€19K,67.6,63.2,75,75.4,62,27.67,9,11,12,13,8,TRUE,FALSE,FALSE,FALSE
18,69,178,80,€3.1M,€2K,51.8,58.4,70,64.6,63.67,66.67,9,9,6,6,8,FALSE,FALSE,FALSE,TRUE
19,71,183,75,€3.9M,€4K,51.2,56.6,73.8,62.8,58.5,68.67,10,13,10,13,14,FALSE,TRUE,FALSE,FALSE
20,65,175,64,€1.7M,€2K,59.4,54.8,68,63.6,46.67,15.67,15,14,8,10,6,TRUE,FALSE,FALSE,FALSE
19,65,181,76,€1.6M,€3K,63,59.2,66.2,65.8,49.33,25,7,9,10,15,7,TRUE,FALSE,FALSE,FALSE
19,67,182,75,€2.4M,€2K,56.4,57.4,79.4,73.4,53,31,9,13,12,7,13,FALSE,FALSE,FALSE,TRUE
22,73,177,66,€7M,€29K,59.4,70.8,78.4,65.4,63.83,55,12,13,7,7,13,FALSE,FALSE,FALSE,TRUE
20,60,188,73,€550K,€3K,53,50,61.2,63.2,43.33,17,10,14,5,15,8,TRUE,FALSE,FALSE,FALSE
23,63,188,87,€925K,€1K,13.2,16.6,31.8,37.8,19.17,11.33,62,60,63,61,65,FALSE,FALSE,TRUE,FALSE
23,71,180,68,€2.6M,€10K,50.6,57,78.2,64,58.5,71,8,14,5,7,9,FALSE,TRUE,FALSE,FALSE
22,69,178,73,€2M,€13K,47.8,51.8,69.6,49.6,50,69,13,14,9,13,14,FALSE,TRUE,FALSE,FALSE
23,72,181,70,€3.5M,€14K,65.6,65.4,72.4,71.2,64.5,64.67,10,15,5,10,13,FALSE,FALSE,FALSE,TRUE
23,71,180,71,€3M,€3K,60.8,63.2,78,63.8,54.33,34,5,11,8,11,10,FALSE,FALSE,FALSE,TRUE
22,67,187,86,€2.1M,€15K,47.6,42,56,56.6,48.83,65,9,8,6,6,10,FALSE,TRUE,FALSE,FALSE
21,67,168,60,€2.2M,€2K,49.6,58,81.8,51.6,60.5,60.33,12,8,14,7,6,FALSE,TRUE,FALSE,FALSE
24,72,185,76,€3.4M,€600,48,42,70.8,63.2,48.33,74,10,10,9,15,6,FALSE,TRUE,FALSE,FALSE
22,70,185,83,€3.3M,€26K,62.6,53.6,73.4,74.4,59.17,42.67,10,6,10,10,11,TRUE,FALSE,FALSE,FALSE
22,66,189,76,€1.9M,€5K,57.4,47.8,64.2,64.2,49.5,17.67,11,10,9,12,13,TRUE,FALSE,FALSE,FALSE
21,67,187,84,€1.9M,€3K,40.6,39.8,58.2,52.4,56,67.33,13,13,5,9,8,FALSE,TRUE,FALSE,FALSE
23,70,185,73,€2.5M,€13K,59.6,56.6,80.4,70.2,57.5,19,7,11,12,6,6,TRUE,FALSE,FALSE,FALSE
27,75,174,79,€6M,€21K,71,63,73.4,77.2,65.5,32.67,7,10,7,10,9,TRUE,FALSE,FALSE,FALSE
22,69,169,58,€3.1M,€6K,59.6,69.4,79.2,54.4,63.17,48.67,9,15,6,8,6,FALSE,FALSE,FALSE,TRUE
26,75,182,71,€6M,€12K,50,51.6,79.4,63.6,57.67,73,13,9,7,9,9,FALSE,TRUE,FALSE,FALSE
23,75,181,78,€10.5M,€8K,64.4,69.2,71.4,72.4,73,69,14,13,14,13,8,FALSE,TRUE,FALSE,FALSE
23,71,178,69,€2.8M,€15K,59.6,60.4,74,64.2,63.17,68.33,11,10,13,13,6,FALSE,TRUE,FALSE,FALSE
21,69,180,72,€2.6M,€2K,61.2,62.4,69.6,68,64,61.67,7,11,7,9,8,FALSE,TRUE,FALSE,FALSE
22,68,178,70,€2.7M,€2K,58.6,66.8,66.8,62.2,63.83,60.33,5,9,13,7,10,FALSE,FALSE,FALSE,TRUE
24,71,188,76,€3.2M,€25K,46.4,48,63.4,59,55.67,71.67,5,12,12,6,12,FALSE,TRUE,FALSE,FALSE
23,73,183,74,€3.6M,€3K,56.8,58.8,66.8,69.8,60.83,72.67,7,12,9,12,6,FALSE,TRUE,FALSE,FALSE
21,75,179,70,€8.5M,€15K,61,69.4,70.2,64.2,69.5,70.33,11,6,7,14,10,FALSE,FALSE,FALSE,TRUE
21,64,198,87,€1.1M,€4K,17,20.4,41.2,39,24,11.33,65,62,61,62,66,FALSE,FALSE,TRUE,FALSE
21,72,175,70,€5.5M,€5K,68.6,73.4,68.4,64.8,59.33,24.67,8,10,7,12,10,FALSE,FALSE,FALSE,TRUE
19,65,177,68,€1.6M,€10K,47.4,60.4,69.2,62.4,56.5,57.33,13,8,9,9,8,FALSE,TRUE,FALSE,FALSE
24,76,175,76,€10M,€16K,66.6,75,82.8,73.6,70.67,56.33,6,11,13,10,14,FALSE,FALSE,FALSE,TRUE
22,67,178,68,€1.5M,€1K,51,52.4,73.8,58.8,53,63.67,13,9,9,10,13,FALSE,TRUE,FALSE,FALSE
22,65,189,77,€1.4M,€3K,55,59.8,68.8,59.2,58.67,62.33,9,9,13,13,6,FALSE,TRUE,FALSE,FALSE
20,70,181,72,€3.2M,€14K,60.8,70.6,69.2,63.4,60.5,56.33,8,9,14,8,7,FALSE,FALSE,FALSE,TRUE
23,66,184,79,€1.9M,€20K,56.6,63,65.8,59.6,55.83,55.33,8,10,7,10,12,FALSE,FALSE,FALSE,TRUE
27,73,178,74,€2.9M,€13K,55.4,66.6,65.4,65.2,56.17,72.67,12,10,5,10,14,FALSE,TRUE,FALSE,FALSE
24,65,189,90,€1.1M,€4K,56.4,56.8,75.4,72.4,56.5,26.33,5,12,9,13,13,TRUE,FALSE,FALSE,FALSE
22,66,181,69,€2.1M,€2K,58.4,63,72.8,69.6,53.17,35.67,14,13,6,13,14,FALSE,FALSE,FALSE,TRUE
20,62,180,65,€950K,€11K,57.4,62.4,66,61.6,60,57,14,7,5,14,12,FALSE,FALSE,FALSE,TRUE
21,63,191,79,€1M,€1K,40.8,36.8,51.8,59,43.33,61.67,10,9,5,12,10,FALSE,TRUE,FALSE,FALSE
23,70,187,76,€2.5M,€5K,61.2,52.2,66.6,70.6,56.17,24.33,7,10,5,10,13,TRUE,FALSE,FALSE,FALSE
21,73,186,70,€7M,€6K,60.2,64,77.6,67,55.17,39.33,8,10,12,6,12,FALSE,FALSE,FALSE,TRUE
20,72,180,80,€5M,€10K,59.4,64.8,73.6,73.2,67.5,65,5,12,6,9,6,FALSE,FALSE,FALSE,TRUE
22,69,183,79,€2.3M,€2K,62,57,69,70.8,58.17,22.67,14,7,10,9,9,TRUE,FALSE,FALSE,FALSE
21,65,184,78,€1.2M,€3K,56.2,52.6,70.6,73.4,56,40.67,13,5,10,14,8,TRUE,FALSE,FALSE,FALSE
21,65,172,70,€1.6M,€11K,48.8,53.8,77,53.8,43,29,7,14,8,14,7,FALSE,FALSE,FALSE,TRUE
28,74,176,69,€3.7M,€8K,51.6,56,70,68.6,59.67,75.33,9,15,7,7,8,FALSE,FALSE,FALSE,TRUE
22,60,168,56,€500K,€2K,48.6,51,79.8,61.4,55,47.33,7,8,11,12,6,FALSE,FALSE,FALSE,TRUE
22,73,180,77,€6.5M,€22K,53.6,62.2,74.6,65.2,57.33,66,11,10,14,7,15,FALSE,TRUE,FALSE,FALSE
20,65,186,74,€1.6M,€5K,18,15.8,33.8,39.8,18.5,17,70,64,63,65,70,FALSE,FALSE,TRUE,FALSE
22,67,188,80,€2.3M,€10K,54,63,67.2,71.6,61,58,11,12,8,5,14,FALSE,FALSE,FALSE,TRUE
21,73,173,72,€7M,€16K,64.6,72.8,80.4,74.8,65.17,51,10,9,9,15,12,FALSE,FALSE,FALSE,TRUE
20,66,172,64,€1.9M,€3K,57.8,62.4,83.4,51.6,54.33,20.67,11,13,5,15,11,FALSE,FALSE,FALSE,TRUE
20,67,192,78,€2.1M,€8K,43.8,52,61.8,52.8,58.67,69.67,13,7,11,14,5,FALSE,FALSE,FALSE,TRUE
23,66,186,80,€2.1M,€8K,55.6,53.2,75.4,69.2,53.67,24.67,12,5,10,9,7,TRUE,FALSE,FALSE,FALSE
22,73,190,80,€5.5M,€850,46,53.4,68.4,65.2,57.5,75.33,5,12,13,10,10,FALSE,TRUE,FALSE,FALSE
20,67,182,77,€2.3M,€5K,58.4,55.4,69.2,67.8,49.67,14.67,13,11,15,7,13,TRUE,FALSE,FALSE,FALSE
21,72,183,75,€5M,€8K,65,66.4,76.6,71.4,66.83,62.33,6,10,10,11,11,FALSE,FALSE,FALSE,TRUE
23,74,178,71,€6.5M,€7K,68,69,76.8,67,53.83,34,8,9,10,6,8,FALSE,FALSE,FALSE,TRUE
24,71,190,78,€2.4M,€15K,58.2,56.2,59.8,74.4,62.33,69.33,12,6,13,9,7,FALSE,TRUE,FALSE,FALSE
19,62,171,65,€950K,€2K,55.8,61.2,71.8,42.2,52.5,52.67,8,10,8,7,11,FALSE,FALSE,FALSE,TRUE
20,66,177,73,€1.8M,€8K,53,54.4,69.6,59,60.5,63.67,13,13,10,13,14,FALSE,FALSE,FALSE,TRUE
22,58,185,76,€400K,€6K,13.2,13.8,27.8,29.2,23.17,11,59,58,56,54,62,FALSE,FALSE,TRUE,FALSE
23,71,168,69,€2.9M,€3K,58.4,70.2,83.2,58.2,59.83,40,14,11,9,15,7,FALSE,FALSE,FALSE,TRUE
24,74,191,83,€5.5M,€28K,55,52.8,64.4,67.6,58,73,6,7,7,11,15,FALSE,TRUE,FALSE,FALSE
22,61,191,91,€700K,€3K,49.4,55.4,52.4,61.4,54.17,59.33,6,13,13,6,14,FALSE,TRUE,FALSE,FALSE
22,66,178,76,€1.2M,€9K,48.8,53,61.6,53.8,53.17,67.67,8,9,10,13,11,FALSE,TRUE,FALSE,FALSE
22,64,175,63,€1.3M,€5K,53.8,53,79.8,51,49.17,28,9,10,8,14,11,TRUE,FALSE,FALSE,FALSE
22,69,188,75,€3.1M,€6K,56.6,59.8,67.2,63.4,57,65,14,13,9,7,13,FALSE,TRUE,FALSE,FALSE
23,69,195,85,€2M,€11K,61.2,60.8,49.8,76.6,55.5,19.67,6,15,11,8,13,TRUE,FALSE,FALSE,FALSE
22,72,191,78,€4.8M,€4K,67.6,61.4,70.2,76.2,58,27,12,15,13,7,12,TRUE,FALSE,FALSE,FALSE
24,70,186,82,€2M,€8K,17.6,22.6,50.8,37.8,22.67,12.67,70,69,64,69,72,FALSE,FALSE,TRUE,FALSE
23,70,180,67,€2.4M,€11K,58,55.8,81.6,56.2,60.17,60.67,11,15,10,12,10,FALSE,TRUE,FALSE,FALSE
23,69,167,64,€2.1M,€17K,52.4,56.2,78.4,54.8,51,34,7,9,7,8,11,FALSE,FALSE,FALSE,TRUE
22,72,182,73,€5M,€15K,54,64.6,69,59.8,60,50.67,14,13,13,10,11,FALSE,FALSE,FALSE,TRUE
23,69,180,74,€2.8M,€2K,60.2,65.4,68.2,70,63.17,66,6,10,12,10,10,FALSE,FALSE,FALSE,TRUE
23,68,188,78,€1.7M,€6K,50.8,48.8,66.2,61.8,55,67.33,7,9,6,10,7,FALSE,TRUE,FALSE,FALSE
23,70,206,85,€2M,€22K,12.8,15.8,44.4,41.6,22.83,11.67,74,65,68,70,70,FALSE,FALSE,TRUE,FALSE
23,61,192,90,€550K,€1K,12,14.8,36.6,39.8,17,10.67,62,59,61,61,61,FALSE,FALSE,TRUE,FALSE
23,67,182,73,€1.6M,€3K,58.2,65.8,68.8,59.4,56.5,43.33,7,10,7,10,13,FALSE,FALSE,FALSE,TRUE
22,65,178,74,€1.6M,€11K,53.2,62.8,69.4,64.6,60.83,62,11,7,12,11,10,FALSE,FALSE,FALSE,TRUE
25,66,179,78,€1.1M,€1K,53.4,57,69.2,63.8,58.83,65.33,8,11,14,8,8,FALSE,TRUE,FALSE,FALSE
23,73,191,82,€4.4M,€28K,62,63,60.6,76,64,73,8,12,6,6,13,FALSE,TRUE,FALSE,FALSE
23,63,186,84,€600K,€1K,48,54,75,62.6,46.67,35,10,6,14,14,5,FALSE,FALSE,FALSE,TRUE
23,61,175,69,€475K,€500,49,58,62.4,48.6,56.67,54.33,11,13,10,13,8,FALSE,FALSE,FALSE,TRUE
26,69,196,94,€1.7M,€12K,64.2,52.6,45.2,74.4,54.5,27.67,7,6,10,15,13,TRUE,FALSE,FALSE,FALSE
24,72,185,72,€4.4M,€14K,51,49.4,63.8,57.8,59,73.33,9,12,7,12,10,FALSE,TRUE,FALSE,FALSE
24,77,178,72,€16M,€1K,64.6,76.4,76.2,70.6,72.17,67.33,13,6,12,14,13,FALSE,FALSE,FALSE,TRUE
30,75,188,85,€5.5M,€31K,70,65.4,75.2,78.2,65,46.67,7,7,6,14,13,FALSE,FALSE,FALSE,TRUE
23,70,188,81,€3M,€19K,64.2,64.8,68.2,73.4,57,22,6,11,15,10,6,TRUE,FALSE,FALSE,FALSE
25,76,177,69,€10M,€11K,72,64.4,78.8,77.8,67.67,48,8,9,11,8,13,TRUE,FALSE,FALSE,FALSE
21,62,178,67,€900K,€2K,53,64.2,68.4,58.6,56,50,13,7,11,11,12,FALSE,FALSE,FALSE,TRUE
23,71,183,73,€3.6M,€9K,55.8,65,74.6,63.8,61.5,63,5,12,8,8,11,FALSE,TRUE,FALSE,FALSE
25,75,168,70,€7.5M,€5K,66,71,79.4,63.6,65.33,60.67,12,8,10,6,7,FALSE,FALSE,FALSE,TRUE
24,76,191,85,€10M,€34K,47,49.8,59.4,64.4,52.17,76,7,7,11,10,6,FALSE,TRUE,FALSE,FALSE
23,70,182,72,€3.3M,€7K,55.4,61.8,70.4,61.6,62.67,69.33,7,6,15,13,12,FALSE,FALSE,FALSE,TRUE
25,76,185,74,€10M,€26K,71,65.4,78.4,77.8,66.33,30.67,6,8,13,11,6,TRUE,FALSE,FALSE,FALSE
24,66,179,70,€1.2M,€4K,59.8,60.4,73.4,61.6,56.67,62.67,12,12,11,7,13,FALSE,FALSE,FALSE,TRUE
21,67,175,71,€2.3M,€5K,53.4,58.2,74.2,54.8,47.5,33.33,6,7,10,9,13,FALSE,FALSE,FALSE,TRUE
23,75,169,68,€10.5M,€11K,59.2,68.8,78.2,69.8,67.17,69,11,9,12,12,6,FALSE,FALSE,FALSE,TRUE
20,72,189,73,€2.9M,€14K,11.4,14.6,44.6,43.2,24.5,11,72,70,69,73,71,FALSE,FALSE,TRUE,FALSE
21,70,178,71,€3.9M,€4K,55.6,63.4,83,59.8,51.67,25.67,12,10,11,8,14,FALSE,FALSE,FALSE,TRUE
21,62,178,66,€850K,€1K,57.8,65.6,67.4,58.2,61.17,59.33,13,13,12,9,13,FALSE,FALSE,FALSE,TRUE
20,60,168,62,€525K,€2K,45.6,47.2,72.6,49.4,51.5,53,11,9,6,11,8,FALSE,TRUE,FALSE,FALSE
22,75,175,67,€12.5M,€8K,71,67.8,80,76,66.67,47.33,8,9,15,8,9,FALSE,FALSE,FALSE,TRUE
21,67,173,75,€2.3M,€500,59.8,68.8,69.8,55.8,53.83,47.33,12,13,10,14,10,FALSE,FALSE,FALSE,TRUE
21,66,198,90,€1.4M,€5K,56.4,48.6,57.4,70.4,52.83,26.67,12,14,9,15,10,TRUE,FALSE,FALSE,FALSE
23,71,185,81,€2.6M,€5K,63.8,64,61,70,67.67,55.67,9,8,14,13,12,FALSE,FALSE,FALSE,TRUE
25,74,173,68,€5M,€45K,70.2,63.4,87.2,76.4,66.67,58.67,5,9,5,9,12,TRUE,FALSE,FALSE,FALSE
24,76,180,70,€11.5M,€44K,61.4,65,80.6,59.6,60.67,35.33,12,13,6,5,14,FALSE,FALSE,FALSE,TRUE
26,72,178,77,€2.8M,€32K,60,56.8,73.8,73,66,68,9,13,5,9,13,FALSE,FALSE,FALSE,TRUE
25,81,192,82,€26.5M,€20K,19,20.2,46.6,47,28.67,9.33,80,79,79,81,83,FALSE,FALSE,TRUE,FALSE
22,69,180,73,€3M,€11K,50.4,53.6,72.6,51.2,55.83,67,12,13,12,10,8,FALSE,TRUE,FALSE,FALSE
21,66,196,84,€1.7M,€11K,13.6,15.6,44.4,37.4,20.17,12.67,64,65,63,67,66,FALSE,FALSE,TRUE,FALSE
23,66,201,85,€0,€0,19.6,18,38.4,46.8,30.33,14.33,68,68,55,67,66,FALSE,FALSE,TRUE,FALSE
25,74,175,68,€5M,€23K,60.8,65.6,73,65.8,66,72,10,9,10,15,15,FALSE,TRUE,FALSE,FALSE
22,68,186,81,€2.6M,€24K,56.8,64,63.6,66.6,64.17,62.33,7,9,14,9,6,FALSE,FALSE,FALSE,TRUE
23,72,175,70,€5M,€28K,66.2,71.2,71.8,68.6,66.67,49.67,12,12,14,10,11,FALSE,FALSE,FALSE,TRUE
22,75,190,86,€8.5M,€24K,71.6,66.4,70.4,74.4,62,20,10,15,12,8,13,TRUE,FALSE,FALSE,FALSE
25,72,182,68,€2.6M,€20K,58.6,60,62.4,61.8,62.83,71.67,10,15,13,8,9,FALSE,FALSE,FALSE,TRUE
22,77,175,67,€11M,€1K,70.6,68.4,74.6,66,65.5,40,12,11,8,12,12,FALSE,FALSE,FALSE,TRUE
22,67,169,65,€1.5M,€13K,59,65.8,80.8,66.2,62.17,59.33,13,9,10,11,5,FALSE,FALSE,FALSE,TRUE
25,72,189,82,€3.3M,€18K,63.6,69.8,70.4,70.8,61.33,54.33,7,12,13,8,13,FALSE,FALSE,FALSE,TRUE
26,80,184,78,€23M,€54K,77.8,73.8,76.6,79,65.67,33,12,5,13,5,8,FALSE,FALSE,FALSE,TRUE
26,64,179,69,€675K,€2K,57.4,59.4,59.4,60,57.67,53.33,12,13,14,5,12,FALSE,FALSE,FALSE,TRUE
23,75,182,77,€8.5M,€9K,61.2,74.2,69.4,73.8,72.17,68.67,13,9,10,12,11,FALSE,FALSE,FALSE,TRUE
27,68,199,90,€1.3M,€11K,64.2,51,58.2,62.8,54.17,25,12,9,14,11,9,TRUE,FALSE,FALSE,FALSE
24,71,179,71,€2.6M,€5K,64,69.4,74.4,68.8,63.17,34,13,10,13,6,8,FALSE,FALSE,FALSE,TRUE
26,76,186,72,€8M,€21K,69.6,81,71.6,70,67.17,53,8,6,12,8,11,TRUE,FALSE,FALSE,FALSE
25,72,174,66,€2.6M,€7K,55.6,63,73.4,70,68.5,70.67,13,12,11,11,13,FALSE,FALSE,FALSE,TRUE
24,69,176,72,€2.1M,€13K,62.6,60,83.4,67.8,53.83,37.33,7,9,5,8,5,TRUE,FALSE,FALSE,FALSE
24,72,183,78,€3.2M,€25K,52,51,67.8,56.6,55.17,71.67,10,11,7,8,8,FALSE,TRUE,FALSE,FALSE
24,74,179,68,€6M,€15K,67,73.4,75.4,69.4,68.5,61.33,14,6,10,7,9,FALSE,FALSE,FALSE,TRUE
25,72,183,79,€3M,€4K,66.2,59.2,70,70,57.83,24.67,10,7,7,10,5,TRUE,FALSE,FALSE,FALSE
24,69,175,75,€1.9M,€23K,57.4,66.8,73.8,58.2,51.17,36.67,14,13,8,13,7,FALSE,FALSE,FALSE,TRUE
23,69,173,73,€2.1M,€4K,57.6,67.4,75.4,67,62,64.67,10,6,13,6,11,FALSE,FALSE,FALSE,TRUE
25,75,176,72,€6.5M,€26K,60.8,71.2,86.6,66.6,59,38,14,7,6,7,11,TRUE,FALSE,FALSE,FALSE
23,70,180,81,€2.1M,€21K,53.8,58.6,70.6,63.4,59.5,68.33,11,8,8,7,5,FALSE,TRUE,FALSE,FALSE
23,76,168,68,€11M,€15K,62.4,71.4,80.4,67.8,52.83,29,10,12,6,5,7,FALSE,FALSE,FALSE,TRUE
23,74,174,72,€4.4M,€14K,67.6,71.2,81.8,72.4,68.33,70.33,13,9,11,14,6,FALSE,FALSE,FALSE,TRUE
25,68,179,73,€1.4M,€6K,54.4,56.6,77.4,63.4,62.83,61,11,12,14,14,6,FALSE,FALSE,FALSE,TRUE
25,73,176,74,€3.7M,€17K,52,55.2,76.6,66.4,57.33,73.67,10,15,7,14,8,FALSE,TRUE,FALSE,FALSE
24,72,183,70,€3.2M,€6K,63.2,62,82.2,68.4,56.33,41,15,10,14,14,6,FALSE,FALSE,FALSE,TRUE
23,73,182,80,€6.5M,€28K,50,48.8,67,64.2,54,70.33,13,10,13,8,6,FALSE,TRUE,FALSE,FALSE
